116	-2.9	-0.9
117	-2.9	-1
118	-3	-1
119	-3	-1.1
120	-3	-1.2
121	-3	-1.3
122	-3.1	-1.4
123	-3.1	-1.5
124	-3.2	-1.5
125	-3.2	-1.6
126	-3.3	-1.7
127	-3.4	-1.8
128	-3.5	-1.8
129	-3.5	-1.9
130	-3.5	-2
131	-3.6	-2
132	-3.6	-2.1
133	-3.5	-2.1
134	-3.5	-2.2
135	-3.5	-2.3
136	-3.5	-2.4
137	-3.5	-2.5
138	-3.5	-2.6
139	-3.5	-2.7
140	-3.5	-2.8
141	-3.5	-2.9
142	-3.5	-3
143	-3.5	-3.1
144	-3.5	-3.3
145	-3.5	-3.4
146	-3.5	-3.5
147	-3.5	-3.6
148	-3.6	-3.8
149	-3.5	-3.7
150	-3.6	-3.7
151	-3.6	-3.9
152	-3.6	-4
153	-3.7	-4
154	-3.7	-4.1
155	-3.8	-4.2
156	-3.8	-4.3
157	-3.8	-4.4
158	-3.8	-4.5
159	-3.8	-4.6
160	-3.8	-4.7
161	-3.9	-4.7
162	-3.9	-4.8
163	-3.9	-4.9
164	-3.9	-5
165	-4	-5
166	-4	-5.1
167	-4	-5.2
168	-4	-5.3
169	-4	-5.4
170	-4	-5.5
171	-4	-5.6
172	-3.9	-5.7
173	-3.9	-5.8
174	-3.9	-5.9
175	-3.9	-6
176	-3.9	-6.1
177	-3.9	-6.2
178	-3.9	-6.3
179	-3.9	-6.4
180	-3.9	-6.5
181	-3.9	-6.6
182	-3.9	-5.6
183	4.3	-16.5
184	4.3	-16.4
185	4.3	-16.3
186	4.3	-16.2
187	4.2	-16.2
188	4.2	-16.1
189	4.1	-16
190	4.1	-15.9
191	4.1	-15.8
192	4.1	-15.7
193	4.1	-15.6
194	4.1	-15.5
195	4	-15.4
196	4	-15.3
197	4.1	-15.3
198	4.1	-15.2
199	4.1	-15.1
200	4.2	-15
201	4.2	-14.9
202	4.2	-14.8
203	4.2	-14.7
204	4.1	-15
205	4	-15.8
206	4	-15.9
207	4.1	-16.1
208	4.2	-14.6
209	4.3	-14.5
210	4.3	-14.4
211	4.3	-14.3
212	4.3	-14.2
213	4.2	-14.2
214	4.2	-14.1
215	4.3	-14.1
216	4.3	-14
217	4.4	-14
218	4.5	-13.9
219	4.5	-13.8
220	4.6	-13.8
221	4.6	-13.7
222	4.6	-13.6
223	4.6	-13.5
224	4.6	-13.4
225	4.6	-13.3
226	4.7	-13.2
227	4.7	-13.1
228	4.7	-13
229	4.6	-12.8
230	4.6	-12.7
231	4.6	-12.6
232	4.6	-12.5
233	4.7	-12.5
234	4.7	-12.3
235	4.5	-11.9
236	4.6	-12
237	4.6	-12.1
238	4.6	-12.2
239	4.4	-11.8
240	4.3	-11.8
241	4.2	-11.7
242	4.1	-11.7
243	4.1	-11.6
244	4.1	-11.5
245	4	-11.5
246	4	-11.4
247	3.9	-11.3
248	3.9	-11.2
249	3.9	-11.1
250	3.8	-11.1
251	3.8	-11
252	3.7	-10.9
253	3.7	-10.8
254	3.6	-10.8
255	3.6	-10.7
256	3.5	-10.6
257	3.4	-10.6
258	3.4	-10.5
259	3.3	-10.5
260	3.2	-10.5
261	3.1	-10.5
262	3	-10.5
263	2.9	-10.5
264	2.8	-10.5
265	2.7	-10.4
266	2.6	-10.3
267	2.5	-10.3
268	2.5	-10.2
269	2.4	-10.2
270	2.3	-10.2
271	2.2	-10.2
272	2.1	-10.2
273	2.1	-10.1
274	2	-10.1
275	2	-10
276	1.9	-10
277	1.9	-9.9
278	1.8	-9.9
279	1.7	-9.9
280	1.7	-9.8
281	1.6	-9.8
282	1.5	-9.8
283	1.5	-9.7
284	1.4	-9.7
285	1.3	-9.6
286	1.2	-9.6
287	1.2	-9.5
288	1.1	-9.5
289	1.1	-9.4
290	1	-9.4
291	0.9	-9.4
292	0.8	-9.4
293	0.7	-9.4
294	0.6	-9.4
295	0.5	-9.3
296	0.4	-9.2
297	0.3	-9.2
298	0.2	-9.2
299	0.1	-9.2
300	0.1	-9.1
301	0	-9.1
302	-0.1	-9.1
303	-0.1	-9
304	-0.2	-9
305	-0.3	-9
306	-0.3	-8.9
307	-0.4	-8.8
308	-0.4	-8.7
309	-0.5	-8.7
310	-0.5	-8.6
311	-0.6	-8.6
312	-0.7	-8.6
313	-0.8	-8.6
314	-0.4	-8.9
315	-0.9	-8.6
316	-1	-8.6
317	-1.2	-8.6
318	-1.3	-8.6
319	-1.4	-8.6
320	-1.5	-8.5
321	-1.6	-8.5
322	-1.7	-8.4
323	-1.8	-8.4
324	-2	-8.3
325	-2.1	-8.3
326	-2.2	-8.3
327	-2.3	-8.4
328	-2.4	-8.4
329	-2.5	-8.4
330	-2.6	-8.5
331	-2.7	-8.5
332	-2.8	-8.4
333	-2.9	-8.4
334	-2.9	-8.3
335	-3	-8.3
336	-3	-8.2
337	-3.1	-8.2
338	-3.1	-8.1
339	-3.2	-8.1
340	-3.2	-8
341	-3.3	-8
342	-3.3	-7.9
343	-3.4	-7.9
344	-3.4	-7.8
345	-3.5	-7.8
346	-3.5	-7.7
347	-3.6	-7.7
348	-3.7	-7.7
349	-3.8	-7.6
350	-3.9	-7.6
351	-2.2	-8.4
352	-1.9	-8.4
353	-4	-7.6
354	-4.1	-7.7
355	-4.2	-7.7
356	-4.3	-7.7
357	-4.4	-7.7
358	-4.4	-7.6
359	-4.5	-7.6
360	-4.6	-7.6
361	-4.7	-7.6
362	-4.8	-7.6
363	-4.9	-7.5
364	-5	-7.5
365	-5	-7.4
366	-5.1	-7.4
367	-5.2	-7.4
368	-5.3	-7.4
369	-5.4	-7.3
370	-3.9	-6.7
371	-3.9	-6.8
372	-4	-6.8
373	-4	-6.9
374	-4	-7
375	-4	-7.1
376	-4	-7.2
377	-4	-7.3
378	-4	-7.4
379	-3.9	-7.5
380	-7.2	4.3
381	-7.3	4.3
382	-7.4	4.3
383	-7.5	4.3
384	-7.6	4.3
385	-7.7	4.3
386	-7.7	4.2
387	-8.1	4.2
388	-8.2	4.2
389	-8.3	4.2
390	-8	4.2
391	-5.9	5.2
392	-6	5.2
393	-7.1	4.3
394	-7	4.3
395	-6.9	4.3
396	-6.8	4.4
397	-3.8	4.9
398	-3.8	5
399	-5.8	5.3
400	-5.7	5.3
401	-5.6	5.3
402	-5.5	5.3
403	-5.4	5.3
404	-3.9	5
405	-3.9	5.1
406	-3.8	5.1
407	-3.7	5.1
408	9.7	-8.9
409	9.6	-8.9
410	9.6	-9
411	9.5	-9
412	9.4	-9
413	9.4	-9.1
414	9.3	-9.1
415	9.2	-9.1
416	9.2	-9.2
417	9.1	-9.2
418	9	-9.2
419	9	-9.3
420	8.9	-9.3
421	8.9	-9.4
422	8.8	-9.4
423	8.8	-9.5
424	8.7	-9.6
425	8.7	-9.7
426	8.6	-9.7
427	8.6	-9.8
428	8.5	-9.9
429	8.5	-10
430	8.4	-10
431	8.4	-10.1
432	8.3	-10.2
433	8.3	-10.3
434	8.2	-10.3
435	8.1	-10.3
436	8	-10.3
437	8	-10.4
438	7.9	-10.4
439	7.9	-10.5
440	7.8	-10.5
441	7.8	-10.6
442	7.8	-10.7
443	7.7	-10.7
444	7.7	-10.8
445	7.6	-10.8
446	7.6	-10.9
447	7.5	-10.9
448	7.5	-11
449	7.4	-11
450	7.3	-11
451	7.3	-11.1
452	7.2	-11.2
453	-0.5	2.3
454	-0.4	2.3
455	-0.3	2.3
456	-0.2	2.3
457	-0.1	2.3
458	0	2.3
459	0.1	2.3
460	0.2	2.3
461	0.3	2.3
462	0.4	2.3
463	0.5	2.3
464	0.6	2.3
465	0.7	2.3
466	0.7	2.4
467	0.8	2.4
468	0.9	2.4
469	1	2.4
470	1	2.5
471	1.1	2.5
472	1.2	2.5
473	1.2	2.6
474	1.3	2.6
475	1.4	2.6
476	1.5	2.6
477	1.6	2.7
478	1.7	2.7
479	1.9	2.7
480	2	2.7
481	2.1	2.7
482	2.2	2.7
483	2.4	2.7
484	2.5	2.7
485	2.6	2.7
486	2.6	2.6
487	4.3	2.8
488	4.2	2.8
489	4.1	2.8
490	4.1	2.9
491	4	2.9
492	3.9	2.9
493	3.9	2.8
494	3.8	2.8
495	3.7	2.8
496	3.6	2.8
497	3.5	2.8
498	3.5	2.7
499	3.4	2.7
500	3.3	2.7
501	3.2	2.7
502	3.1	2.7
503	3	2.7
504	3	2.6
505	2.9	2.6
506	-3.7	4.8
507	-3.6	4.7
508	-3.5	4.7
509	-3.4	4.6
510	-3.3	4.6
511	-3.3	4.5
512	-3.1	4.4
513	-3.1	4.3
514	-3	4.3
515	-3	4.2
516	-2.9	4.2
517	-2.9	4.1
518	-2.8	4.1
519	-2.8	4
520	-2.7	4
521	-2.7	3.9
522	-2.7	3.8
523	-2.6	3.7
524	-2.5	3.6
525	-2.4	3.5
526	-2.4	3.4
527	-2.4	3.3
528	-2.4	3.2
529	-2.4	3.1
530	-2.4	3
531	-2.3	3
532	-2.3	2.9
533	1.8	2.7
534	-1.4	1.2
535	-1.4	1.3
536	-1.4	1.4
537	-1.4	1.5
538	-1.5	1.6
539	-1.5	1.7
540	-1.6	1.7
541	-1.7	1.8
542	-1.8	1.9
543	-1.8	2
544	-1.8	2.1
545	-1.9	2.1
546	-1.9	2.2
547	-1.9	2.3
548	-1.9	2.4
549	-1.9	2.5
550	-2	2.5
551	-2	2.6
552	-2	2.7
553	-2.1	2.7
554	-2.1	2.8
555	-2.1	2.6
556	-0.1	-0.6
557	-0.2	-0.5
558	-0.2	-0.4
559	-0.3	-0.4
560	-0.3	-0.3
561	-0.3	-0.2
562	-0.4	-0.2
563	-0.4	-0.1
564	-0.5	-0.1
565	-0.6	-0.1
566	-0.6	0
567	-0.7	0.1
568	-0.7	0.2
569	-0.7	0.3
570	-0.8	0.3
571	-0.8	0.4
572	-0.9	0.4
573	0.1	-1.4
574	0	-1.4
575	0	-0.8
576	0	-0.9
577	0.1	-0.9
578	0.1	-1
579	0	-1
580	0	-1.1
581	0	-1.2
582	0	-1.3
583	0.1	-1.3
584	0	-0.7
585	2.7	-2.9
586	2.6	-2.9
587	2.6	-2.8
588	2.5	-2.8
589	2.4	-2.8
590	2.3	-2.8
591	2.3	-2.7
592	2.2	-2.7
593	2.1	-2.7
594	2	-2.7
595	2	-2.6
596	1.9	-2.6
597	1.8	-2.6
598	1.8	-2.5
599	1.7	-2.5
600	1.6	-2.4
601	1.5	-2.4
602	1.5	-2.3
603	1.4	-2.3
604	1.3	-2.3
605	1.3	-2.2
606	1.2	-2.2
607	1.1	-2.2
608	1.1	-2.1
609	1	-2.1
610	0.9	-2.1
611	0.8	-2
612	0.7	-1.9
613	0.6	-1.9
614	0.5	-1.9
615	0.5	-1.8
616	0.4	-1.8
617	1.9	-2.7
618	0.3	-1.6
619	0.3	-1.5
620	0.2	-1.5
621	0.2	-1.4
622	0.3	-1.7
623	0.1	-1.5
624	2.7	-3
625	2.8	-3
626	2.8	-3.1
627	-1.9	2.6
628	4.1	-2.9
629	4	-2.9
630	3.9	-2.9
631	3.8	-2.9
632	3.7	-2.9
633	3.6	-2.9
634	3.5	-2.9
635	3.5	-3
636	3.4	-3
637	3.4	-3.1
638	4.4	-3
639	-0.6	1.7
640	-0.7	1.7
641	-0.8	1.7
642	-1	1.6
643	-1.3	1.6
644	-10	-1.2
645	-9.7	-1.2
646	-9.6	-1.2
647	-9.5	-1.1
648	-9.4	-1.1
649	-9.4	-1
650	-9.3	-1
651	-9.2	-1
652	-9.1	-1
653	-9	-1
654	-8.8	-0.9
655	-8.8	-1
656	-8.7	-1
657	-8.6	-1
658	-8.6	-0.9
659	-8.5	-0.9
660	-8.4	-0.9
661	-8.4	-0.8
662	-8.3	-0.8
663	-8.2	-0.8
664	-8.1	-0.9
665	-8	-0.9
666	-7.8	-0.9
667	-7.7	-0.9
668	-7.6	-0.9
669	-7.6	-1
670	-7.5	-1
671	-7.4	-1
672	-7.3	-1
673	-7.3	-0.9
674	-7.2	-0.9
675	-7.2	-1
676	-7.1	-1
677	-7.1	-1.1
678	-7	-1.1
679	-7.9	-0.9
680	-6.9	-1.1
681	-6.8	-1.1
682	-6.7	-1.1
683	-6.6	-1.1
684	-6.5	-1.1
685	-6.4	-1.1
686	-6.3	-1.1
687	-6.2	-1.1
688	-6.1	-1.1
689	-6	-1.1
690	-5.9	-1.1
691	-5.8	-1.1
692	-5.7	-1.1
693	-5.6	-1.1
694	-5.5	-1.1
695	-5.5	-1
696	-5.4	-1
697	-5.3	-1
698	-5.2	-1
699	-5.2	-0.9
700	-5.1	-0.9
701	-5.1	-1
702	-5	-1
703	-5	-0.9
704	-4.9	-0.9
705	-4.8	-0.9
706	-4.6	-0.9
707	-4.5	-0.9
708	-4.4	-1
709	-4.3	-1
710	-4	-1.1
711	-3.9	-1.1
712	-3.7	-1.1
713	-3.6	-1.1
714	-3.5	-1.2
715	-3.4	-1.2
716	-3.3	-1.2
717	-3.2	-1.2
718	-3.2	-1.3
719	-3.1	-1.3
720	0	-1.5
721	0	-1.6
722	0.1	-1.6
723	0.1	-1.7
724	-0.3	-1.5
725	-0.2	-1.5
726	-0.1	-1.5
727	-0.1	-1.6
728	0.3	-1.8
729	-3.9	0.9
730	-3.8	0.9
731	3.5	10.4
732	3.6	10.4
733	3.7	10.4
734	3.8	10.4
735	3.9	10.3
736	4	10.3
737	4.1	10.3
738	4.2	10.3
739	4.2	10.4
740	4.3	10.4
741	4.3	10.5
742	4.4	10.6
743	4.4	10.7
744	4.4	10.8
745	4.4	10.9
746	4.5	10.9
747	4.5	11
748	4.3	10.2
749	3.5	10.5
750	3.5	10.6
751	3.4	10.6
752	3.3	10.7
753	3.2	10.8
754	3.1	10.9
755	3	10.9
756	2.9	10.9
757	2.8	10.9
758	2.8	11
759	2.7	11
760	2.6	11
761	2.6	11.1
762	2.5	11.1
763	2	11.1
764	2	11
765	1.9	11
766	1.9	10.9
767	1.8	10.9
768	1.8	10.8
769	-3.8	5.2
770	-3.7	5.3
771	-3.7	5.4
772	-3.7	5.5
773	-3.7	5.6
774	-3.6	5.6
775	-3.6	5.7
776	-3.5	5.7
777	-3.4	5.7
778	-3.4	5.8
779	-3.3	5.8
780	-3.3	5.9
781	-3.2	5.9
782	-3.2	6
783	-3.1	6.1
784	-3	6.2
785	-2.9	6.3
786	-2.8	6.4
787	-2.7	6.5
788	-2.6	6.5
789	-2.6	6.6
790	-2.6	6.7
791	-2.5	6.7
792	-2.5	6.8
793	-2.4	6.9
794	-2.4	7
795	-2.3	7
796	-2.3	7.1
797	-2.1	7.3
798	-2	7.4
799	-1.9	7.5
800	-1.9	7.6
801	-1.9	7.7
802	-1.8	7.7
803	-1.7	7.7
804	-1.7	7.8
805	-1.6	7.9
806	-1.5	8
807	-1.4	8.1
808	-1.3	8.2
809	-1.2	8.3
810	-1.2	8.4
811	-1.3	8.4
812	-1.3	8.5
813	-1.3	8.6
814	-1.2	8.6
815	-1.1	8.6
816	-1	8.6
817	-0.9	8.6
818	-0.9	8.5
819	-0.8	8.5
820	-0.8	8.6
821	-0.7	8.6
822	-0.7	8.7
823	-0.6	8.7
824	-0.6	8.8
825	-0.5	8.8
826	-0.5	8.9
827	-0.4	8.9
828	-0.4	9
829	-0.3	9
830	-0.2	9.1
831	-0.1	9.2
832	-0.1	9.3
833	0	9.4
834	0.1	9.4
835	0.1	9.5
836	0.2	9.5
837	0.3	9.6
838	0.4	9.6
839	0.4	9.7
840	0.5	9.7
841	0.5	9.8
842	0.6	9.9
843	0.6	10
844	0.7	10
845	0.8	10
846	0.9	10
847	1	10
848	1	9.9
849	1.1	9.9
850	1.1	10
851	1.2	10
852	1.2	10.1
853	1.2	10.2
854	1.3	10.2
855	1.3	10.3
856	1.4	10.3
857	1.4	10.4
858	1.5	10.4
859	1.5	10.5
860	1.6	10.5
861	1.6	10.6
862	1.7	10.6
863	1.8	10.7
864	-1.9	8.8
865	-1.8	8.8
866	-1.7	8.8
867	-1.7	8.7
868	-1.6	8.7
869	-1.5	8.6
870	-1.4	8.6
871	-1.4	8.5
872	-4.3	4.8
873	-4.3	4.7
874	-4.4	4.5
875	-4.4	4.4
876	-4.4	4.3
877	-4.4	4.2
878	-4.4	4.1
879	-4.5	4.1
880	-4.5	4
881	-4.6	3.9
882	-4.6	3.8
883	-4.7	3.6
884	-4.7	3.5
885	-4.8	3.4
886	-4.9	3.4
887	-4.9	3.3
888	-4.8	3.3
889	-4.9	3.2
890	-4.9	3.1
891	-4	5.1
892	-4	5.2
893	-4.1	5.2
894	-4.2	5
895	-4.3	5
896	-4.3	4.9
897	-4.9	3
898	-5	2.8
899	-5	2.9
900	-4.9	2.8
901	-4.9	2.9
902	-5.1	2.6
903	-5	2.6
904	-6.6	0.9
905	-6.7	0.7
906	-6.8	0.6
907	-6.8	0.5
908	-6.8	0.4
909	-6.8	0.3
910	-6.9	0.2
911	-7	0.2
912	-7	0.1
913	-7.1	0.1
914	-7.1	0
915	-7.1	-0.2
916	-7.2	-0.2
917	-7.2	-0.3
918	-7.2	-0.4
919	-7.2	-0.5
920	-7.2	-0.6
921	-7.2	-0.7
922	-7.2	-0.8
923	-7.1	-1.2
924	-7.1	-1.3
925	-7.2	-1.3
926	-7.2	-1.4
927	-7.3	-1.5
928	-7.3	-1.6
929	-7.4	-1.6
930	-7.5	-1.8
931	-7.5	-1.9
932	-7.5	-2
933	-7.6	-2
934	-7.6	-2.1
935	-7.6	-2.2
936	-7.6	-2.3
937	-7.6	-2.4
938	-7.6	-2.5
939	-7.6	-2.6
940	-7.6	-2.7
941	-7.6	-2.8
942	-7.6	-2.9
943	-7.6	-3
944	-7.5	-3.1
945	-7.5	-3.2
946	-7.5	-3.3
947	-7.4	-3.3
948	-7.4	-3.4
949	-7.4	-3.7
950	-7.4	-3.8
951	-7.4	-3.5
952	-7.4	-3.6
953	-8.6	-8.1
954	-8.7	-8.1
955	-8.7	-8.2
956	-8.8	-8.2
957	-8.8	-8.3
958	-8.9	-8.3
959	-8.5	-7.6
960	-8.5	-7.7
961	-8.6	-7.7
962	-8.6	-7.8
963	-8.6	-7.9
964	-8.6	-8
965	-8.6	-7.2
966	-8.6	-7.3
967	-8.6	-7.4
968	-8.6	-7.5
969	-8.5	-7.5
970	-9.3	-7.1
971	-9.2	-7.1
972	-9.1	-7.1
973	-9	-7.1
974	-8.9	-7.1
975	-8.8	-7.1
976	-8.7	-7.1
977	-8.5	-7.2
978	-8.3	-7.2
979	-8.2	-7.2
980	-8.1	-7.2
981	-8.1	-7.1
982	-7.9	-7.1
983	-7.7	-7
984	-7.7	-6.9
985	-7.6	-6.9
986	-7.5	-6.9
987	-7.3	-6.8
988	-7.2	-6.8
989	-7.1	-6.8
990	-8.4	-5.5
991	-8.3	-5.6
992	-8.4	-5.6
993	-8.4	-5.7
994	-8.4	-5.8
995	-8.3	-5.8
996	-8.3	-5.9
997	-8.4	-5.9
998	-8.4	-6
999	-8.4	-6.1
1000	-8.4	-6.2
1001	-8.4	-6.3
1002	-8.4	-6.4
1003	-8.3	-6.4
1004	-8.3	-6.5
1005	-8.4	-6.5
1006	-8.3	-6.6
1007	-8.4	-6.6
1008	-8.4	-6.7
1009	-8.3	-6.7
1010	-8.3	-6.8
1011	-8.4	-6.8
1012	-8.4	-6.9
1013	-8.5	-7
1014	-8.5	-7.1
1015	-7.4	-3.9
1016	-7.4	-4
1017	-7.4	-4.1
1018	-7.5	-4.1
1019	-7.5	-4.2
1020	-7.5	-4.3
1021	-7.6	-4.3
1022	-7.6	-4.4
1023	-7.7	-4.4
1024	-7.7	-4.5
1025	-7.8	-4.5
1026	-7.8	-4.6
1027	-7.9	-4.6
1028	-8	-4.7
1029	-8	-4.8
1030	-8.1	-4.9
1031	-8.1	-5
1032	-8.1	-5.1
1033	-8.1	-5.2
1034	-8.2	-5.2
1035	-8.2	-5.3
1036	-8.3	-5.3
1037	-8.3	-5.4
1038	-0.2	-7.5
1039	-0.2	-7.4
1040	0.5	-7.9
1041	0.6	-7.9
1042	4	-9.6
1043	4	-9.7
1044	4.1	-9.7
1045	4.1	-9.8
1046	4.1	-9.9
1047	4.2	-10.1
1048	4.3	-10.1
1049	4.3	-10.2
1050	4.4	-10.3
1051	4.4	-10.4
1052	4.4	-10.5
1053	4.5	-10.5
1054	4.6	-10.6
1055	4.7	-10.6
1056	4.7	-10.7
1057	4.8	-10.7
1058	4.8	-10.8
1059	4.8	-10.9
1060	4.9	-11
1061	5	-11
1062	5	-11.1
1063	5	-11.2
1064	5.1	-11.2
1065	5.1	-11.3
1066	5.1	-11.4
1067	5.1	-11.5
1068	5.1	-11.6
1069	5.1	-11.8
1070	5.2	-11.8
1071	5.2	-11.9
1072	5.2	-12
1073	-1.6	-10.5
1074	-1.7	-10.5
1075	-1.8	-10.5
1076	-1.6	-10.7
1077	-1.6	-10.6
1078	4.6	-9.5
1079	4.6	-9.4
1080	4.7	-9.3
1081	4.7	-9.2
1082	4.9	-9
1083	5	-8.9
1084	5	-8.8
1085	5.1	-8.8
1086	5.2	-8.7
1087	5.2	-8.6
1088	5.3	-8.6
1089	5.3	-8.5
1090	5.4	-8.4
1091	5.5	-8.3
1092	5.5	-8.2
1093	5.5	-8.1
1094	5.6	-8.1
1095	5.7	-8.1
1096	5.8	-8.1
1097	5.8	-8
1098	5.9	-8
1099	5.9	-7.9
1100	6	-7.9
1101	6.1	-7.9
1102	6.1	-8
1103	6.2	-7.9
1104	6.3	-7.9
1105	6.5	-7.8
1106	6.6	-7.8
1107	6.7	-7.8
1108	6.9	-7.8
1109	7	-7.7
1110	7.1	-7.7
1111	7.2	-7.7
1112	7.3	-7.6
1113	7.4	-7.6
1114	7.5	-7.6
1115	7.6	-7.5
1116	7.7	-7.5
1117	7.8	-7.5
1118	7.8	-7.4
1119	7.9	-7.4
1120	7.9	-7.3
1121	8	-7.3
1122	5.5	-13
1123	5.6	-13
1124	5.6	-13.1
1125	5.7	-13
1126	4.4	-16.4
1127	4.5	-16.4
1128	4.5	-16.3
1129	4.5	-16.2
1130	4.7	-16
1131	4.7	-15.9
1132	4.9	-15.7
1133	4.9	-15.6
1134	5	-15.6
1135	5	-15.5
1136	5.1	-15.4
1137	5.1	-15.3
1138	5.1	-15.2
1139	5.1	-15.1
1140	5.1	-15
1141	5.1	-14.9
1142	5.2	-14.8
1143	5.2	-14.7
1144	5.2	-14.6
1145	5.2	-14.5
1146	5.2	-14.4
1147	5.2	-14.3
1148	5.3	-14.2
1149	5.3	-14.1
1150	5.3	-14
1151	5.3	-13.9
1152	5.3	-13.8
1153	5.4	-13.8
1154	5.4	-13.7
1155	5.4	-13.6
1156	5.5	-13.4
1157	4.7	-12.2
1158	7.2	-11.3
1159	7.2	-11.4
1160	7.1	-11.4
1161	7.1	-11.5
1162	7.1	-11.6
1163	7	-11.6
1164	7	-11.7
1165	6.9	-11.7
1166	6.8	-11.7
1167	6.7	-11.8
1168	6.6	-11.8
1169	6.5	-11.8
1170	6.4	-11.8
1171	6.3	-11.8
1172	6.2	-11.8
1173	6.2	-11.7
1174	6.1	-11.7
1175	6.1	-11.8
1176	6	-11.8
1177	5.9	-11.8
1178	5.8	-11.8
1179	5.7	-11.8
1180	5.7	-11.9
1181	5.6	-11.9
1182	5.6	-11.8
1183	5.5	-11.8
1184	5.4	-11.8
1185	5.4	-11.9
1186	5.3	-11.9
1187	5.3	-12
1188	4.8	-12.2
1189	4.9	-12.2
1190	5	-12.2
1191	5.1	-12.1
1192	5.2	-12.1
1193	4.6	-13.2
1194	-2.1	8.8
1195	-2	8.8
1196	-1.9	8.9
1197	-1.8	8.9
1198	-1.7	8.9
1199	-1.7	9
1200	-2.2	8.8
1201	-1	2.4
1202	-1.3	1.1
1203	-1.3	1
1204	-1.4	1
1205	-1.4	0.9
1206	-1.4	0.8
1207	-1.4	0.7
1208	-1.4	0.6
1209	-1.3	0.6
1210	-1.3	0.5
1211	-1.4	0.5
1212	3.7	3
1213	3.8	3
1214	3.9	3
1215	4	3
1216	4.2	2.9
1217	4.3	2.9
1218	2.4	2.8
1219	2.5	2.8
1220	2.7	2.8
1221	2.8	2.8
1222	2.9	2.8
1223	2.9	2.9
1224	3	2.8
1225	3.1	2.8
1226	3.1	2.9
1227	3.2	2.9
1228	3.3	3
1229	3.3	2.9
1230	3.4	2.9
1231	3.5	2.9
1232	3.6	2.9
1233	3.6	3
1234	-1	0.6
1235	-1.2	0.9
1236	-1.1	0.8
1237	-1.1	0.7
1238	-1	0.7
1239	-1.5	1.3
1240	-1.5	1.4
1241	-1.5	1.2
1242	-1.4	1.1
1243	-1.8	1.4
1244	-1.8	1.3
1245	-1.9	1.3
1246	-1.9	1.2
1247	-2	1.2
1248	-2	1.1
1249	-1.6	1.3
1250	-1.7	1.7
1251	-1.6	1.6
1252	-4.6	5.5
1253	-4.8	0.5
1254	-4.8	0.6
1255	-4.8	0.7
1256	-4.7	0.7
1257	-4.7	0.6
1258	-4.6	0.6
1259	-4.6	0.5
1260	-4.6	0.4
1261	-4.6	0.3
1262	-4.5	0.3
1263	-4.5	0.4
1264	-4.4	0.4
1265	-4.3	0.4
1266	-4.3	0.5
1267	-4.2	0.5
1268	-4.1	0.5
1269	-4.1	0.6
1270	-4	0.5
1271	-4	0.4
1272	-3.8	0.4
1273	-3.7	0.3
1274	-3.7	0.2
1275	-3.6	0.2
1276	-3.5	0.2
